transaction_id,amount,transaction_type,country,is_international,account_age_days,num_prev_transactions,device_trusted,fraud
28039,65.55,withdrawal,IN,0,2173,951,1,0
28040,288.93,pos,CN,1,880,975,0,0
28041,2.34,withdrawal,UK,1,606,49,1,0
28042,124.53,online,UK,0,1587,314,1,0
28043,52.74,online,US,0,1609,825,1,0
28044,125.1,pos,DE,1,3336,380,0,0
28045,112.46,withdrawal,IN,1,4459,381,1,1
28046,1.03,online,UK,0,1416,402,0,0
28047,33.59,online,UK,1,2860,493,0,0
28048,20.96,pos,US,1,463,131,1,0
28049,18.27,withdrawal,IN,1,2080,837,1,0
28050,130.37,withdrawal,IN,0,338,334,1,0
28051,27.38,online,CN,0,4193,48,0,0
28052,64.39,online,UK,1,2407,13,1,0
28053,28.37,withdrawal,CN,1,3614,664,1,0
28054,86.81,online,IN,0,2393,475,1,0
28055,127.5,pos,UK,0,2831,817,1,0
28056,40.21,online,UK,1,293,240,1,0
28057,92.39,withdrawal,DE,0,277,28,0,0
28058,174.21,online,US,1,2147,524,0,0
28059,9.9,online,CN,1,278,583,0,0
28060,124.02,online,DE,1,3868,431,1,0
28061,39.03,withdrawal,DE,0,328,352,1,0
28062,13.08,withdrawal,US,0,4241,409,1,0
28063,78.89,withdrawal,US,0,3860,343,0,0
28064,25.65,online,DE,0,4077,919,0,0
28065,172.24,online,UK,0,4652,588,0,0
28066,4.38,online,IN,1,2913,797,0,0
28067,10.39,withdrawal,IN,0,3393,14,1,0
28068,73.6,withdrawal,US,0,3773,445,1,0
28069,88.9,online,FR,0,1572,484,0,0
28070,130.89,pos,IN,0,1288,862,1,0
28071,30.01,pos,FR,0,4453,465,1,0
28072,184.36,pos,IN,0,3630,90,0,0
28073,306.06,withdrawal,CN,1,675,778,1,0
28074,69.12,withdrawal,US,0,3910,842,0,0
28075,142.93,withdrawal,US,0,1461,201,0,0
28076,74.41,pos,IN,0,921,987,0,0
28077,7.2,online,US,1,2889,455,1,0
28078,39.47,pos,UK,1,4423,817,1,0
28079,9.16,online,CN,0,647,146,0,0
28080,449.89,online,UK,1,3099,167,0,0
28081,26.01,withdrawal,DE,1,1783,134,0,0
28082,101.03,pos,UK,1,2625,781,0,0
28083,33.46,pos,DE,1,632,943,0,0
28084,105.91,pos,US,1,4129,966,1,0
28085,23.62,withdrawal,FR,0,3576,515,0,0
28086,153.84,withdrawal,IN,0,4777,826,1,0
28087,11.74,online,CN,0,2471,949,1,0
28088,225.52,withdrawal,DE,1,1891,858,0,0
28089,183.52,withdrawal,DE,0,3644,301,0,0
28090,113.57,online,IN,1,2702,914,1,0
28091,6.98,online,IN,1,183,903,0,0
28092,23.39,withdrawal,US,0,2546,662,0,0
28093,196.16,withdrawal,IN,1,3912,121,1,0
28094,13.01,pos,DE,0,3542,108,0,0
28095,16.95,online,UK,1,3196,977,1,0
28096,78.53,online,US,1,1228,331,1,0
28097,32.04,withdrawal,FR,1,2720,178,0,0
28098,25.11,pos,US,0,4752,704,1,0
28099,85.76,withdrawal,DE,1,2346,924,0,0
28100,46.61,withdrawal,CN,0,1143,352,0,0
28101,15.15,pos,US,0,3014,792,1,0
28102,76.54,pos,US,1,3330,432,1,1
28103,48.94,online,IN,0,4519,15,1,0
28104,132.62,withdrawal,UK,0,1914,441,1,0
28105,10.84,pos,UK,0,1574,139,0,0
28106,96.92,pos,FR,1,156,141,0,0
28107,57.36,withdrawal,CN,1,4686,865,0,0
28108,52.1,withdrawal,CN,0,2689,418,1,0
28109,26.43,withdrawal,FR,1,2505,141,1,0
28110,3.09,withdrawal,CN,1,3948,143,0,0
28111,188.18,withdrawal,DE,0,634,707,0,0
28112,39.51,pos,FR,0,3694,481,1,0
28113,114.28,online,CN,1,1027,660,1,0
28114,294.86,online,CN,1,4209,202,0,0
28115,83.24,online,IN,1,263,107,0,0
28116,50.61,pos,FR,0,4465,754,1,0
28117,31.23,online,IN,1,1295,433,0,0
28118,271.88,withdrawal,CN,1,4496,515,0,0
28119,114.59,withdrawal,FR,1,4740,697,1,0
28120,109.45,withdrawal,IN,0,4602,706,1,0
28121,55.54,online,US,0,3665,279,0,0
28122,186.46,withdrawal,DE,1,3699,623,1,0
28123,125.06,pos,FR,0,4540,872,0,0
28124,33.29,withdrawal,FR,0,1424,890,0,0
28125,91.52,online,UK,0,3971,626,1,0
28126,56.25,online,US,0,2747,112,1,0
28127,0.66,withdrawal,DE,0,3381,115,0,0
28128,164.83,online,UK,0,3030,968,0,0
28129,13.11,online,CN,0,1337,715,0,0
28130,71.33,pos,FR,1,822,902,1,0
28131,40.98,withdrawal,FR,1,1704,160,1,0
28132,41.87,pos,CN,1,2806,895,1,0
28133,64.89,online,US,0,2822,317,0,0
28134,581.69,pos,CN,0,3976,845,0,0
28135,52.49,withdrawal,CN,0,2648,817,1,0
28136,20.13,online,IN,0,1884,414,0,0
28137,95.09,pos,US,1,2548,154,0,0
28138,26.96,pos,IN,1,1024,887,1,0
28139,11.15,online,IN,1,4038,744,1,0
28140,5.15,online,UK,0,2719,97,0,0
28141,2.31,pos,DE,0,1318,410,0,0
28142,56.42,pos,CN,0,3281,589,1,0
28143,55.64,online,UK,0,4874,69,1,0
28144,20.52,pos,UK,1,4612,327,0,0
28145,153.26,online,DE,1,571,127,0,0
28146,13.84,withdrawal,CN,0,2102,150,0,0
28147,246.88,online,IN,1,184,883,1,0
28148,88.57,pos,FR,1,4429,189,1,0
28149,2.8,pos,UK,1,3966,902,1,0
28150,329.61,pos,CN,1,556,469,1,0
28151,36.81,online,IN,0,2959,505,0,0
28152,59.78,withdrawal,IN,0,3977,445,0,0
28153,33.45,online,IN,0,4426,389,0,0
28154,130.35,online,US,1,4420,18,0,0
28155,66.49,pos,UK,0,3875,43,0,0
28156,14.2,pos,IN,0,823,992,1,0
28157,11.0,withdrawal,DE,1,2294,409,0,0
28158,129.24,withdrawal,CN,0,1751,961,0,0
28159,27.06,pos,DE,1,4847,616,1,0
28160,14.83,pos,FR,0,4982,892,1,0
28161,69.2,withdrawal,US,1,4369,565,1,0
28162,162.34,withdrawal,FR,0,823,364,0,0
28163,32.68,pos,CN,1,880,813,0,0
28164,32.36,online,UK,1,1443,149,0,0
28165,179.51,withdrawal,DE,0,1901,459,1,0
28166,16.0,pos,UK,1,3213,688,1,0
28167,95.9,pos,US,0,202,96,1,0
28168,310.14,pos,IN,0,2491,743,0,0
28169,184.08,withdrawal,DE,1,351,122,1,0
28170,6.38,online,US,0,4183,505,1,0
28171,38.55,online,FR,0,3295,242,0,0
28172,15.36,online,IN,1,170,393,1,0
28173,298.07,withdrawal,IN,1,4308,762,0,0
28174,426.45,withdrawal,DE,1,1470,586,1,0
28175,26.79,pos,CN,1,2842,250,0,0
28176,110.78,withdrawal,UK,1,1890,269,0,0
28177,184.28,withdrawal,US,1,2969,793,1,0
28178,26.62,pos,DE,0,2365,750,0,0
28179,20.79,withdrawal,CN,0,1728,503,0,0
28180,1.13,withdrawal,US,1,1488,932,1,0
28181,53.1,pos,CN,0,1494,646,1,0
28182,229.7,online,DE,1,2359,904,1,0
28183,233.28,online,IN,1,2555,487,1,0
28184,13.67,online,FR,1,3498,636,0,0
28185,22.86,online,UK,0,138,850,0,0
28186,52.43,pos,FR,0,2562,774,1,0
28187,151.7,online,US,1,3125,961,1,0
28188,94.64,online,FR,0,2047,322,1,1
28189,72.12,online,DE,0,1223,448,0,0
28190,89.63,withdrawal,CN,0,3926,601,1,0
28191,10.11,pos,CN,0,1992,137,1,0
28192,64.94,withdrawal,FR,1,4336,153,0,0
28193,483.63,pos,IN,1,1718,449,1,0
28194,9.26,pos,UK,0,3956,660,1,0
28195,73.24,pos,FR,0,1982,670,1,0
28196,35.05,online,DE,1,1699,281,0,0
28197,77.63,pos,DE,0,4471,398,1,0
28198,85.29,pos,CN,0,1980,490,0,0
28199,86.15,online,FR,0,3989,249,0,0
28200,191.2,online,CN,0,4221,362,0,0
28201,49.39,pos,IN,0,1336,591,0,0
28202,72.64,pos,IN,0,959,19,1,0
28203,1.1,pos,DE,1,1876,846,0,0
28204,155.85,online,DE,1,2231,771,1,0
28205,30.04,online,CN,0,3575,294,0,0
28206,169.58,online,FR,1,262,781,1,0
28207,30.88,online,US,1,4190,918,1,0
28208,1.08,pos,DE,1,1773,955,1,0
28209,16.82,pos,CN,0,921,609,0,0
28210,424.63,online,FR,1,1817,41,1,0
28211,38.54,online,UK,1,2596,759,1,0
28212,11.52,online,CN,0,2276,409,1,0
28213,12.64,withdrawal,CN,1,642,384,1,0
28214,37.16,withdrawal,US,0,4796,383,0,0
28215,3.84,online,CN,1,892,178,0,0
28216,71.64,pos,IN,1,1694,86,0,0
28217,24.05,pos,FR,1,4425,484,0,0
28218,73.25,withdrawal,CN,1,365,589,1,0
28219,15.17,withdrawal,CN,0,3238,463,0,0
28220,56.19,withdrawal,FR,1,2474,394,0,0
28221,91.11,withdrawal,FR,1,391,469,1,0
28222,6.4,withdrawal,DE,0,4606,613,0,0
28223,50.87,withdrawal,DE,1,3497,843,0,0
28224,36.03,pos,US,1,317,961,1,0
28225,27.49,withdrawal,FR,1,4922,542,0,0
28226,92.77,withdrawal,UK,1,953,428,0,0
28227,88.8,pos,UK,1,2695,892,1,1
28228,99.61,online,IN,1,1677,150,0,0
28229,17.3,online,FR,1,1385,568,0,1
28230,33.65,online,UK,1,1803,18,1,0
28231,23.53,online,IN,1,575,93,0,0
28232,77.76,online,US,1,4377,726,1,0
28233,61.82,online,FR,1,3280,98,0,0
28234,40.09,online,FR,1,3457,76,1,0
28235,154.18,online,DE,1,504,726,1,0
28236,9.87,pos,US,0,1544,855,1,0
28237,368.48,online,FR,1,3330,676,1,0
28238,12.39,withdrawal,US,1,1478,777,1,0
28239,148.31,pos,UK,0,3808,625,1,0
28240,45.92,online,CN,0,1797,696,1,0
28241,200.44,pos,UK,1,2135,125,1,0
28242,7.71,pos,UK,1,280,856,1,0
28243,46.96,withdrawal,IN,1,4572,439,1,0
28244,40.86,online,CN,1,1257,2,0,0
28245,498.45,pos,IN,1,4227,341,0,0
28246,423.7,online,UK,1,1699,411,0,0
28247,21.05,online,DE,0,1590,851,1,0
28248,99.41,withdrawal,UK,1,1438,670,1,0
28249,76.68,pos,CN,0,2218,533,1,0
28250,16.77,pos,DE,0,1987,385,1,0
28251,18.37,pos,UK,0,4365,379,1,0
28252,453.3,pos,UK,1,389,822,0,0
28253,60.28,withdrawal,IN,0,1519,944,1,0
28254,13.44,online,UK,0,2826,606,1,0
28255,24.18,withdrawal,US,0,4062,784,1,0
28256,31.25,withdrawal,UK,0,950,281,0,0
28257,71.52,pos,UK,0,1920,158,1,0
28258,40.88,online,US,1,3626,861,1,0
28259,60.7,withdrawal,IN,1,634,604,1,0
28260,18.21,pos,DE,1,3595,744,0,0
28261,39.56,online,CN,1,3497,700,0,0
28262,7.29,withdrawal,UK,1,406,693,1,0
28263,220.46,withdrawal,IN,0,1881,751,0,0
28264,22.16,online,UK,0,3621,607,1,0
28265,141.43,pos,DE,0,3273,731,1,0
28266,43.01,online,DE,1,3203,142,0,0
28267,64.32,online,UK,0,721,839,0,0
28268,34.43,online,FR,1,2103,441,0,0
28269,119.22,online,DE,0,2146,185,0,0
28270,186.14,withdrawal,CN,0,4774,821,0,0
28271,33.73,withdrawal,IN,0,2796,690,1,0
28272,27.74,withdrawal,DE,0,3435,656,0,0
28273,114.39,pos,UK,0,969,23,1,0
28274,21.71,online,IN,1,3162,509,0,0
28275,102.12,online,CN,1,126,943,1,0
28276,9.92,withdrawal,UK,1,3127,827,0,0
28277,96.79,withdrawal,UK,1,2199,702,0,0
28278,72.03,pos,DE,0,3678,864,0,0
28279,12.09,withdrawal,UK,1,3761,612,1,0
28280,104.73,pos,US,0,1352,347,1,0
28281,59.16,online,FR,0,89,860,1,0
28282,24.48,pos,CN,0,4044,703,1,0
28283,43.6,withdrawal,IN,0,3248,609,1,0
28284,67.75,pos,CN,0,862,304,0,0
28285,9.6,withdrawal,CN,0,4656,50,1,0
28286,316.08,online,FR,0,607,521,1,0
28287,109.53,online,UK,0,3706,452,1,0
28288,10.82,withdrawal,IN,0,1679,62,0,0
28289,173.08,pos,DE,1,2433,84,0,0
28290,38.94,withdrawal,UK,1,3652,923,1,0
28291,90.83,pos,FR,1,690,6,1,0
28292,32.45,online,CN,0,1443,947,1,0
28293,132.2,online,US,1,2715,965,0,0
28294,128.38,online,IN,1,4060,92,0,0
28295,80.31,withdrawal,DE,0,1971,86,1,0
28296,27.57,pos,CN,0,923,838,1,0
28297,29.26,online,FR,1,1823,661,0,0
28298,48.27,withdrawal,US,1,470,999,0,0
28299,15.67,pos,FR,1,1930,541,0,0
28300,41.2,online,FR,0,4470,273,1,0
28301,115.31,online,UK,0,3479,858,1,0
28302,177.69,online,CN,0,192,612,0,0
28303,40.43,online,US,0,4676,207,1,0
28304,26.6,withdrawal,FR,0,1076,227,1,0
28305,178.76,online,UK,1,2764,671,1,0
28306,221.37,online,FR,1,3398,30,1,0
28307,52.77,withdrawal,FR,0,339,56,0,0
28308,2.73,online,CN,0,2951,582,0,0
28309,118.73,online,US,1,1410,783,0,0
28310,153.26,withdrawal,FR,1,3859,669,0,0
28311,1.82,withdrawal,FR,0,2710,672,1,0
28312,90.39,pos,UK,0,3853,635,0,0
28313,88.76,online,CN,1,4508,722,0,0
28314,47.6,online,FR,1,4976,118,0,0
28315,138.54,pos,DE,1,4708,687,1,0
28316,55.89,online,IN,0,3443,326,0,0
28317,112.94,pos,DE,1,2023,125,0,0
28318,72.8,online,CN,0,744,763,1,0
28319,28.56,online,UK,0,816,96,0,0
28320,93.27,withdrawal,CN,1,1336,232,1,0
28321,133.53,pos,US,1,1743,676,0,0
28322,364.6,pos,CN,0,3258,852,1,0
28323,47.82,pos,UK,1,4381,568,1,0
28324,6.66,pos,UK,0,1873,45,0,0
28325,442.05,pos,CN,1,3716,442,1,0
28326,97.77,online,US,1,2311,105,1,0
28327,292.71,pos,US,0,932,477,1,0
28328,10.96,online,US,0,414,109,0,0
28329,41.86,withdrawal,UK,1,3736,569,0,0
28330,14.38,pos,US,0,1513,312,0,0
28331,180.49,pos,DE,0,2984,365,1,0
28332,212.31,pos,UK,1,607,965,1,0
28333,69.58,withdrawal,CN,1,2667,692,0,0
28334,20.65,online,US,0,356,345,1,0
28335,13.6,pos,DE,1,2201,754,1,0
28336,88.71,withdrawal,US,0,2088,133,0,0
28337,70.6,pos,FR,0,2236,248,0,0
28338,118.68,pos,IN,1,1902,115,1,0
28339,36.41,online,IN,0,2254,407,1,0
28340,51.48,online,CN,1,2940,734,0,0
28341,2.16,pos,US,1,4593,476,0,0
28342,94.2,online,FR,0,4769,238,0,0
28343,55.02,withdrawal,DE,1,1858,52,0,0
28344,252.28,pos,UK,1,2901,965,0,0
28345,102.66,online,FR,1,4025,86,1,0
28346,50.87,withdrawal,US,1,1838,267,0,0
28347,30.6,online,IN,1,2340,611,1,0
28348,235.69,online,CN,0,1747,863,0,0
28349,1.64,pos,IN,1,1011,64,1,0
28350,39.59,online,FR,0,241,288,1,0
28351,287.36,withdrawal,UK,0,4535,301,1,0
28352,106.14,pos,IN,1,256,277,0,0
28353,76.08,online,FR,0,819,806,1,0
28354,22.76,pos,CN,0,2322,918,0,0
28355,179.2,pos,CN,1,3108,843,1,1
28356,22.84,withdrawal,US,1,4421,358,0,0
28357,28.54,online,DE,1,4825,393,1,0
28358,21.3,online,US,0,2737,337,0,0
28359,17.22,pos,DE,1,3262,700,0,0
28360,306.43,online,FR,1,1968,45,0,0
28361,92.14,online,CN,1,2980,638,0,0
28362,101.57,withdrawal,IN,1,1564,994,0,0
28363,308.62,withdrawal,US,1,3130,602,1,0
28364,26.21,withdrawal,DE,1,4291,305,0,0
28365,0.59,online,FR,1,4093,804,0,0
28366,91.35,pos,US,0,3772,181,0,0
28367,70.9,online,US,0,3020,33,1,0
28368,64.94,withdrawal,US,1,1480,593,0,0
28369,6.39,withdrawal,FR,1,3674,219,1,0
28370,60.59,online,DE,1,2321,547,1,0
28371,33.91,online,FR,1,1114,191,0,0
28372,32.1,pos,DE,0,1496,245,0,0
28373,25.15,online,DE,1,4768,47,1,0
28374,40.43,online,FR,0,3549,85,1,0
28375,43.56,pos,US,0,110,370,1,0
28376,36.93,withdrawal,FR,1,963,34,0,0
28377,385.15,withdrawal,UK,1,684,697,0,0
28378,269.91,pos,FR,0,3102,170,0,0
28379,85.45,pos,US,0,2356,643,1,0
28380,396.62,pos,IN,0,1143,459,1,0
28381,473.28,pos,US,0,219,450,1,0
28382,44.0,online,FR,1,3836,172,1,0
28383,58.91,online,IN,1,4711,624,0,0
28384,319.57,online,US,0,469,133,1,0
28385,93.81,online,IN,1,3123,910,0,0
28386,23.94,withdrawal,FR,0,335,991,1,0
28387,116.92,withdrawal,US,0,2841,476,0,0
28388,23.04,withdrawal,UK,0,4901,910,1,0
28389,41.45,online,UK,1,1778,570,1,0
28390,25.82,withdrawal,DE,1,4504,271,1,0
28391,28.1,online,DE,1,2863,249,1,0
28392,0.47,withdrawal,CN,0,1593,94,1,0
28393,212.62,pos,FR,1,4078,453,0,0
28394,35.1,pos,IN,0,2624,842,0,0
28395,9.03,online,DE,0,2499,202,1,0
28396,9.1,withdrawal,US,1,1538,948,0,0
28397,81.2,online,US,1,2994,945,1,0
28398,495.06,pos,UK,0,803,484,1,0
28399,15.67,online,IN,0,2671,888,1,0
28400,10.49,withdrawal,US,1,3209,142,0,0
28401,57.68,online,US,1,36,563,0,0
28402,82.86,pos,UK,1,2042,676,0,0
28403,34.87,online,IN,0,3313,489,0,0
28404,36.03,online,CN,0,2131,899,0,0
28405,55.25,online,US,1,796,519,1,0
28406,37.71,withdrawal,UK,1,355,888,1,0
28407,246.9,online,DE,1,3144,792,0,0
28408,4.29,withdrawal,UK,1,1264,153,1,0
28409,26.73,pos,UK,1,52,858,1,0
28410,165.31,withdrawal,DE,0,3735,193,1,0
28411,179.55,pos,US,0,2351,921,0,0
28412,11.83,pos,IN,1,1940,412,0,1
28413,364.06,withdrawal,CN,1,4068,650,1,0
28414,118.21,withdrawal,IN,1,696,118,0,0
28415,31.83,pos,DE,0,3614,481,1,0
28416,60.89,online,UK,1,4239,556,0,0
28417,35.26,withdrawal,IN,0,1402,435,0,0
28418,16.25,online,CN,1,4001,274,0,0
28419,34.42,withdrawal,DE,0,2978,843,0,0
28420,86.77,pos,DE,0,4632,690,0,0
28421,174.85,withdrawal,DE,0,72,334,0,1
28422,45.18,withdrawal,DE,1,745,674,1,0
28423,42.76,online,UK,0,4720,21,0,0
28424,63.11,pos,UK,0,4114,424,1,0
28425,103.44,pos,FR,0,2315,18,0,0
28426,139.28,withdrawal,DE,1,272,181,1,0
28427,39.57,withdrawal,US,0,2770,688,1,0
28428,88.27,online,DE,0,1379,659,1,0
28429,49.32,withdrawal,UK,1,1907,291,0,0
28430,126.02,withdrawal,IN,1,3929,294,1,0
28431,17.99,withdrawal,US,0,3502,824,0,0
28432,29.7,pos,IN,1,2297,863,1,0
28433,55.52,online,FR,1,4817,24,0,0
28434,220.2,pos,IN,0,644,76,1,0
28435,85.17,pos,IN,0,3891,463,1,0
28436,336.38,withdrawal,UK,0,2710,699,1,0
28437,10.9,online,DE,1,502,258,0,0
28438,61.65,withdrawal,IN,1,3676,151,1,0
28439,54.31,pos,CN,0,4899,404,0,0
28440,91.68,withdrawal,UK,1,848,393,0,0
28441,167.11,withdrawal,UK,0,1078,419,1,0
28442,184.17,withdrawal,US,1,1231,11,0,0
28443,110.93,pos,US,1,796,667,1,0
28444,102.59,online,US,1,689,653,0,0
28445,297.65,pos,IN,1,1433,927,1,0
28446,48.4,online,FR,0,2036,642,1,0
28447,178.85,withdrawal,UK,1,2892,61,1,0
28448,254.47,online,DE,1,420,270,0,0
28449,67.64,online,US,0,3913,469,1,0
28450,130.6,online,FR,0,3369,800,1,0
28451,47.32,withdrawal,FR,0,137,825,0,0
28452,17.3,pos,DE,1,755,419,0,0
28453,88.31,withdrawal,DE,1,3499,327,0,0
28454,21.87,online,US,0,3260,793,0,0
28455,61.17,pos,US,0,2626,902,0,0
28456,206.26,online,FR,1,1562,372,1,0
28457,8.99,withdrawal,UK,1,1840,375,0,0
28458,3.09,pos,FR,1,3056,917,0,0
28459,93.26,withdrawal,IN,0,2954,813,1,0
28460,40.21,withdrawal,DE,0,3396,284,1,0
28461,54.12,online,DE,0,109,930,0,0
28462,52.04,pos,IN,0,1144,941,1,0
28463,9.06,pos,DE,0,425,866,0,0
28464,0.36,online,FR,1,2625,104,1,0
28465,228.69,withdrawal,IN,0,2878,939,1,0
28466,24.56,online,UK,0,2304,758,1,0
28467,55.53,pos,UK,1,179,575,1,0
28468,357.29,withdrawal,DE,0,1875,856,0,0
28469,175.31,pos,IN,1,2978,288,0,0
28470,11.42,pos,IN,1,2801,624,0,0
28471,71.03,pos,UK,0,3568,948,0,1
28472,130.96,online,IN,0,321,156,0,0
28473,119.86,pos,CN,0,3463,351,0,0
28474,143.06,withdrawal,FR,1,4666,563,1,0
28475,61.15,pos,UK,0,595,832,0,0
28476,19.35,withdrawal,US,0,4249,188,0,0
28477,62.53,online,DE,0,718,114,0,0
28478,104.38,pos,US,1,115,920,0,0
28479,93.8,online,CN,1,1297,168,1,0
28480,7.31,pos,DE,1,3990,711,1,0
28481,6.72,online,FR,0,2713,9,1,0
28482,335.98,withdrawal,US,1,1652,632,0,0
28483,16.46,withdrawal,CN,1,1806,320,1,0
28484,34.88,online,UK,1,3572,38,0,0
28485,145.94,online,FR,0,2802,433,1,0
28486,52.71,pos,UK,1,701,675,0,0
28487,20.02,withdrawal,IN,0,380,327,1,0
28488,62.97,pos,UK,1,4839,354,1,0
28489,84.15,online,CN,1,1182,440,0,0
28490,60.29,pos,DE,0,1532,875,0,0
28491,251.26,pos,US,1,611,454,1,0
28492,33.51,withdrawal,US,1,3629,105,1,0
28493,108.27,pos,FR,1,2484,105,1,0
28494,11.91,withdrawal,US,1,2774,24,0,0
28495,49.81,withdrawal,FR,1,4339,328,0,0
28496,135.09,online,DE,0,3741,2,0,0
28497,25.47,online,CN,1,1162,76,0,0
28498,89.1,withdrawal,IN,0,3481,376,0,0
28499,16.66,withdrawal,FR,0,1273,695,1,0
28500,10.84,withdrawal,IN,0,3290,423,0,0
28501,74.07,withdrawal,DE,1,2676,472,0,0
28502,112.4,withdrawal,DE,1,4987,34,0,0
28503,12.03,pos,US,0,3174,703,0,0
28504,249.83,online,DE,0,248,896,1,0
28505,25.59,withdrawal,US,0,4686,963,1,0
28506,12.78,pos,DE,1,4136,878,0,0
28507,22.65,pos,IN,0,2382,329,1,0
28508,18.58,withdrawal,IN,1,4542,734,0,0
28509,9.51,pos,UK,0,660,827,1,0
28510,159.87,withdrawal,CN,0,4215,430,1,0
28511,68.43,online,FR,0,4941,518,1,0
28512,49.19,pos,UK,0,987,125,0,0
28513,300.84,withdrawal,FR,0,1350,288,1,0
28514,46.36,withdrawal,UK,0,3021,630,0,0
28515,18.27,pos,US,0,3979,702,0,0
28516,32.03,withdrawal,IN,0,991,692,1,0
28517,27.31,withdrawal,IN,0,2769,427,1,0
28518,69.06,online,UK,1,4999,95,0,0
28519,34.46,online,DE,0,110,658,1,0
28520,72.58,pos,UK,1,2014,706,0,0
28521,110.65,pos,FR,0,3458,883,1,0
28522,150.19,pos,IN,0,1393,926,1,0
28523,123.84,online,IN,1,3582,517,1,0
28524,23.02,online,IN,1,114,975,0,0
28525,12.32,pos,UK,1,2929,688,1,0
28526,78.19,online,DE,1,3300,547,0,0
28527,22.18,withdrawal,US,1,2525,237,0,0
28528,8.88,withdrawal,US,0,4745,547,0,0
28529,74.89,online,FR,1,445,469,1,0
28530,39.57,pos,US,0,2396,385,0,0
28531,141.12,withdrawal,CN,0,4179,235,1,0
28532,37.72,withdrawal,DE,0,114,942,1,1
28533,384.99,pos,CN,0,4085,718,1,0
28534,142.1,withdrawal,DE,1,3834,150,1,0
28535,5.94,pos,IN,1,4903,161,1,0
28536,71.11,withdrawal,DE,0,4628,0,0,0
28537,82.7,withdrawal,FR,1,1654,542,0,0
28538,118.84,online,US,0,2373,651,1,0
28539,68.88,pos,UK,0,2804,501,0,0
28540,66.06,online,CN,0,4196,757,1,0
28541,45.88,withdrawal,US,0,211,905,1,0
28542,31.67,pos,US,1,4611,281,0,1
28543,292.25,withdrawal,FR,0,193,81,0,0
28544,38.21,online,DE,1,400,589,0,0
28545,6.55,online,FR,1,3325,481,1,0
28546,18.31,withdrawal,UK,0,267,909,0,0
28547,194.68,withdrawal,UK,1,1133,184,0,0
28548,88.34,online,UK,1,2071,466,0,0
28549,150.86,withdrawal,IN,0,1698,669,1,0
28550,165.43,pos,US,0,553,981,1,0
28551,173.29,pos,US,0,2737,724,1,0
28552,79.99,pos,FR,1,153,967,1,0
28553,19.49,withdrawal,IN,1,4885,751,1,0
28554,16.04,online,CN,1,3617,573,1,0
28555,85.33,pos,CN,0,1658,152,1,0
28556,45.65,pos,DE,0,3839,478,0,0
28557,81.66,withdrawal,US,1,1218,715,0,0
28558,69.01,withdrawal,US,1,168,388,0,0
28559,92.18,pos,IN,0,4053,184,1,0
28560,3.26,pos,UK,0,930,136,1,0
28561,3.34,online,UK,0,1677,38,1,0
28562,127.87,online,US,0,3787,329,0,0
28563,21.46,online,US,1,416,187,1,0
28564,105.61,online,IN,1,630,617,1,0
28565,79.09,pos,UK,1,1930,372,0,0
28566,400.6,pos,IN,1,1057,117,1,0
28567,180.43,withdrawal,UK,1,1150,431,0,0
28568,53.3,online,CN,0,972,844,0,0
28569,95.82,pos,UK,0,757,810,0,0
28570,12.48,withdrawal,US,1,1709,897,1,0
28571,48.84,pos,UK,1,2608,87,1,0
28572,132.38,online,US,1,4406,708,1,0
28573,97.46,pos,IN,1,4184,740,0,0
28574,66.26,online,IN,1,4271,53,0,0
28575,19.42,pos,IN,1,2842,988,1,0
28576,162.53,online,FR,1,1826,428,1,0
28577,31.91,online,DE,0,4101,477,1,0
28578,171.75,online,CN,0,3694,425,1,0
28579,94.57,pos,DE,0,1195,274,1,0
28580,46.64,online,IN,1,4913,658,0,0
28581,4.15,withdrawal,IN,0,2678,344,0,0
28582,26.45,pos,FR,1,3189,985,0,0
28583,219.89,withdrawal,US,0,3341,700,0,0
28584,170.36,withdrawal,CN,1,3856,126,0,0
28585,85.53,online,UK,1,2178,242,1,0
28586,62.8,withdrawal,US,1,3886,184,0,0
28587,104.17,withdrawal,FR,0,4847,497,0,1
28588,62.78,online,IN,0,2537,195,0,0
28589,103.37,withdrawal,IN,1,4907,25,0,0
28590,36.73,withdrawal,UK,0,2977,564,1,0
28591,182.32,pos,UK,1,363,796,1,1
28592,121.04,online,IN,1,1282,667,1,0
28593,40.04,withdrawal,IN,1,1774,556,1,0
28594,177.59,withdrawal,DE,1,2826,329,0,0
28595,66.81,pos,US,0,2225,731,0,0
28596,19.19,withdrawal,DE,0,462,329,0,0
28597,8.09,pos,US,0,597,417,0,0
28598,120.27,online,FR,0,4071,80,0,0
28599,200.34,online,IN,0,52,540,1,0
28600,164.74,pos,FR,0,1113,333,0,0
28601,106.61,online,FR,1,1553,876,1,0
28602,15.24,online,IN,1,2520,253,1,0
28603,9.88,pos,US,0,720,140,0,0
28604,42.32,online,UK,0,46,329,0,0
28605,193.04,online,CN,0,183,40,0,0
28606,326.33,online,UK,0,2752,330,0,0
28607,27.62,withdrawal,IN,1,3582,74,1,0
28608,143.59,withdrawal,FR,1,2558,438,0,0
28609,85.3,online,FR,1,4291,939,0,0
28610,3.23,pos,US,1,299,485,1,0
28611,78.29,pos,IN,0,926,982,1,0
28612,163.96,online,DE,0,1827,162,0,0
28613,32.31,pos,DE,1,1925,945,1,0
